#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: CapGuyDemo.png (2048 x 1928)
# $TexturePacker:SmartUpdate:e6b13c406063a3f63cebbf0b7ccb0de6:ac7608d1f04ab193bff21724566c15eb:ac38e2b861027378dc2769aaa3c464f4$
#

Background;0;1;1;2044;1536;2044;1536;0.5;0.5
capguy/turn/0001;0;334;1539;167;302;207;329;0.5;0.5082781456953642
capguy/turn/0002;0;334;1539;167;302;207;329;0.5;0.5082781456953642
capguy/turn/0003;0;1259;1539;141;306;207;329;0.4645390070921986;0.5212418300653595
capguy/turn/0004;0;1259;1539;141;306;207;329;0.4645390070921986;0.5212418300653595
capguy/turn/0005;1;1682;1670;312;126;207;329;0.5833333333333334;0.5272435897435898
capguy/turn/0006;1;1682;1670;312;126;207;329;0.5833333333333334;0.5272435897435898
capguy/turn/0007;1;1682;1539;314;129;207;329;0.7558139534883721;0.5238853503184714
capguy/turn/0008;1;1682;1539;314;129;207;329;0.7558139534883721;0.5238853503184714
capguy/turn/0009;1;1682;1798;300;129;207;329;0.7170542635658915;0.505
capguy/turn/0010;1;1682;1798;300;129;207;329;0.7170542635658915;0.505
capguy/turn/0011;0;817;1539;151;307;207;329;0.6854304635761589;0.5195439739413681
capguy/turn/0012;0;817;1539;151;307;207;329;0.6854304635761589;0.5195439739413681
capguy/walk/0001;0;503;1539;158;316;187;324;0.49683544303797467;0.5031645569620253
capguy/walk/0002;0;503;1539;158;316;187;324;0.49683544303797467;0.5031645569620253
capguy/walk/0003;0;164;1539;168;303;187;324;0.5565476190476191;0.5082508250825083
capguy/walk/0004;0;164;1539;168;303;187;324;0.5565476190476191;0.5082508250825083
capguy/walk/0005;0;663;1539;152;307;187;324;0.4440789473684211;0.5211726384364821
capguy/walk/0006;0;663;1539;152;307;187;324;0.4440789473684211;0.5211726384364821
capguy/walk/0007;0;1402;1539;141;306;187;324;0.36524822695035464;0.5261437908496732
capguy/walk/0008;0;1402;1539;141;306;187;324;0.36524822695035464;0.5261437908496732
capguy/walk/0009;0;1118;1539;139;311;187;324;0.4352517985611511;0.5112540192926045
capguy/walk/0010;0;1118;1539;139;311;187;324;0.4352517985611511;0.5112540192926045
capguy/walk/0011;0;1545;1539;135;311;187;324;0.4777777777777778;0.49517684887459806
capguy/walk/0012;0;1545;1539;135;311;187;324;0.4777777777777778;0.49517684887459806
capguy/walk/0013;0;970;1539;146;314;187;324;0.4212328767123288;0.5095541401273885
capguy/walk/0014;0;970;1539;146;314;187;324;0.4212328767123288;0.5095541401273885
capguy/walk/0015;0;1;1539;161;319;187;324;0.4440993788819876;0.5047021943573667
capguy/walk/0016;0;1;1539;161;319;187;324;0.4440993788819876;0.5047021943573667
